product_id,product_name,department,cost_price,current_price,price_elasticity,price_sensitivity,stock_urgency,recommended_price,price_change_pct,predicted_weekly_demand,predicted_weekly_revenue,predicted_weekly_profit,current_weekly_profit,profit_uplift,profit_uplift_pct,optimization_reason,optimization_date
22782,Original Key Lime Pie Yogurt,dairy eggs,6.36,10.61,-2.49,High,CRITICAL,12.43,17.2,165.3,2054.06,1003.07,1010.34,-7.27,-0.7,"Elasticity -2.49, Stock:CRITICAL",2024-06-28
3919,Hearty Grains 100% Whole Wheat English Muffins,bakery,0.71,1.55,-1.11,Medium,LOW,2.33,50.3,216.5,504.34,350.66,280.59,70.07,25.0,"Elasticity -1.11, Stock:LOW",2024-06-28
11221,Rotini Pasta With Three Cheese Sauce,dry goods pasta,3.56,7.11,-1.0,Low,CRITICAL,11.73,65.0,181.9,2133.71,1486.14,1035.02,451.12,43.6,"Elasticity -1.0, Stock:CRITICAL",2024-06-28
22412,HE Turbo Clean Ultra Stain Release Liquid Laundry Detergent,household,3.66,6.17,-0.405,Low,NORMAL,9.25,49.9,135.5,1253.0,757.22,386.29,370.93,96.0,"Elasticity -0.405, Stock:NORMAL",2024-06-28
16704,Bag Pink Lady Apples,produce,1.85,2.94,-1.4,Medium,LOW,4.41,50.0,33.2,146.24,84.89,61.5,23.39,38.0,"Elasticity -1.4, Stock:LOW",2024-06-28
13390,Deli Deluxe 2% Milk American Cheese Slices,dairy eggs,1.77,3.2,-0.43,Low,LOW,4.8,50.0,272.7,1308.79,826.17,450.83,375.34,83.3,"Elasticity -0.43, Stock:LOW",2024-06-28
9027,Drink Original Unsweetened,dairy eggs,2.99,5.38,-0.92,Medium,CRITICAL,8.88,65.1,200.0,1776.34,1178.23,729.07,449.16,61.6,"Elasticity -0.92, Stock:CRITICAL",2024-06-28
3212,"Vinegar, Red Wine",pantry,5.39,11.43,-0.54,Low,CRITICAL,18.86,65.0,100.3,1892.43,1351.59,765.0,586.59,76.7,"Elasticity -0.54, Stock:CRITICAL",2024-06-28
6677,Organic Whole Mushrooms,produce,1.94,3.6,-1.0,Low,LOW,5.4,50.0,224.1,1210.32,775.5,544.83,230.67,42.3,"Elasticity -1.0, Stock:LOW",2024-06-28
8649,Variety Snaps With Real Beef/Chicken/Liver & Lamb Flavors,pets,4.0,7.19,-0.83,Medium,CRITICAL,11.86,65.0,224.8,2666.39,1767.1,1058.18,708.92,67.0,"Elasticity -0.83, Stock:CRITICAL",2024-06-28
34457,100% Organic Unbleached White Whole Wheat Flour,pantry,4.5,9.03,-1.0,Low,HIGH,13.54,49.9,219.7,2974.48,1985.92,1453.94,531.98,36.6,"Elasticity -1.0, Stock:HIGH",2024-06-28
42355,ProActive Health MiniChunks Adult Dog Food,pets,2.84,5.64,-1.0,Low,LOW,8.46,50.0,220.6,1866.28,1239.77,897.85,341.92,38.1,"Elasticity -1.0, Stock:LOW",2024-06-28
16356,Turkey & Brown Rice Dog Food,pets,6.16,11.72,-1.0,Low,CRITICAL,19.34,65.0,148.2,2865.54,1952.83,1306.76,646.07,49.4,"Elasticity -1.0, Stock:CRITICAL",2024-06-28
33819,Original French Vanilla Yogurt,dairy eggs,5.28,11.62,-1.46,Medium,CRITICAL,19.17,65.0,121.6,2330.54,1688.64,1559.78,128.86,8.3,"Elasticity -1.46, Stock:CRITICAL",2024-06-28
46381,Tricolor Pearl Couscous,dry goods pasta,2.33,4.52,-1.0,Low,CRITICAL,7.46,65.0,71.4,532.91,366.46,251.66,114.8,45.6,"Elasticity -1.0, Stock:CRITICAL",2024-06-28
13905,Shabbos Candles,international,3.43,6.97,-1.0,Low,CRITICAL,11.5,65.0,198.0,2277.1,1597.93,1129.8,468.13,41.4,"Elasticity -1.0, Stock:CRITICAL",2024-06-28
30801,Classic Original Mint Mouthwash,personal care,2.58,5.01,-1.0,Low,CRITICAL,8.27,65.1,172.6,1427.35,982.06,676.01,306.05,45.3,"Elasticity -1.0, Stock:CRITICAL",2024-06-28
21623,ZzzQuil Nighttime Liquid Sleep-Aid Twin Pack,personal care,2.3,4.85,-5.0,High,LOW,3.22,-33.6,2655.9,8552.1,2443.46,859.01,1584.45,184.5,"Elasticity -5.0, Stock:LOW",2024-06-28
7290,Peas Baby 2nd Foods,babies,1.49,2.37,-1.66,High,LOW,3.56,50.2,60.9,216.88,126.11,100.91,25.2,25.0,"Elasticity -1.66, Stock:LOW",2024-06-28
40396,Guacamole,deli,4.61,8.1,-2.49,High,CRITICAL,8.0,-1.2,209.8,1678.32,711.19,679.49,31.7,4.7,"Elasticity -2.49, Stock:CRITICAL",2024-06-28
48126,Braunschweiger Lunchmeat,meat seafood,8.53,14.56,-1.0,Low,LOW,21.84,50.0,218.3,4766.94,2905.13,1928.11,977.02,50.7,"Elasticity -1.0, Stock:LOW",2024-06-28
18674,Spaghetti Tangy Italian Dinner,dry goods pasta,1.53,2.51,-1.365,Medium,LOW,3.76,49.8,192.2,722.72,428.63,313.79,114.84,36.6,"Elasticity -1.365, Stock:LOW",2024-06-28
18811,Organic Apple Juice,beverages,2.89,5.26,-1.0,Low,LOW,7.89,50.0,160.9,1269.24,804.33,557.95,246.38,44.2,"Elasticity -1.0, Stock:LOW",2024-06-28
3503,Gentle Glide 360° Fresh Scent Regular/Super Absorbency Multi-Pack Tampons,personal care,5.18,11.08,-1.0,Low,NORMAL,16.62,50.0,77.2,1283.06,883.17,665.33,217.84,32.7,"Elasticity -1.0, Stock:NORMAL",2024-06-28
25357,Homestyle Harvest Tomato with Basil Soup,canned goods,1.09,1.96,-0.285,Low,CRITICAL,3.23,64.8,193.4,624.71,413.89,187.19,226.7,121.1,"Elasticity -0.285, Stock:CRITICAL",2024-06-28
11025,Mighty Pacs,household,1.96,3.45,-2.925,High,CRITICAL,3.41,-1.2,222.3,757.88,322.27,308.52,13.75,4.5,"Elasticity -2.925, Stock:CRITICAL",2024-06-28
15036,Allergy 24 Hour 10mg Tablets,personal care,4.13,6.89,-1.0,Low,NORMAL,10.34,50.1,218.8,2262.68,1358.92,875.62,483.3,55.2,"Elasticity -1.0, Stock:NORMAL",2024-06-28
4244,MSM Sulfur Capsules,personal care,6.36,11.86,-1.0,Low,NORMAL,17.79,50.0,114.7,2041.11,1311.4,916.91,394.49,43.0,"Elasticity -1.0, Stock:NORMAL",2024-06-28
46110,Triple Zero Cherry Greek Yogurt,missing,2.1,4.42,-1.3,Medium,NORMAL,6.63,50.0,94.0,623.07,425.72,358.88,66.84,18.6,"Elasticity -1.3, Stock:NORMAL",2024-06-28
41763,Turkey Gravy Mix,pantry,4.42,8.72,-1.0,Low,LOW,13.08,50.0,149.2,1951.54,1292.07,928.53,363.54,39.2,"Elasticity -1.0, Stock:LOW",2024-06-28
40125,"Face Scrub, Original",personal care,5.03,9.62,-3.37,High,CRITICAL,7.49,-22.1,740.5,5546.56,1821.7,1408.9,412.8,29.3,"Elasticity -3.37, Stock:CRITICAL",2024-06-28
20439,All Natural Almond Slices,snacks,2.48,4.28,-2.0,High,LOW,5.15,20.3,213.8,1101.24,570.93,539.37,31.56,5.9,"Elasticity -2.0, Stock:LOW",2024-06-28
41383,Family Size Hearts of Romaine,produce,3.51,6.23,-4.48,High,LOW,4.63,-25.7,1252.3,5798.37,1402.63,874.56,528.07,60.4,"Elasticity -4.48, Stock:LOW",2024-06-28
4029,"Organic Corn Thins, Original",snacks,2.74,5.26,-3.67,High,CRITICAL,4.08,-22.4,854.1,3484.6,1144.45,823.35,321.1,39.0,"Elasticity -3.67, Stock:CRITICAL",2024-06-28
47593,Tots Yogurt Mish Mash Berry Banana Beet,babies,5.39,8.32,-1.0,Low,CRITICAL,13.73,65.0,171.7,2357.89,1432.25,817.1,615.15,75.3,"Elasticity -1.0, Stock:CRITICAL",2024-06-28
3781,Sheer Moisture Lip Tint - Adorn,personal care,4.76,8.34,-1.82,High,LOW,10.01,20.0,222.5,2227.45,1168.24,1084.92,83.32,7.7,"Elasticity -1.82, Stock:LOW",2024-06-28
17228,Sriracha Chicken Breast,meat seafood,7.59,15.25,-0.23,Low,CRITICAL,25.16,65.0,244.8,6159.68,4301.49,2039.37,2262.12,110.9,"Elasticity -0.23, Stock:CRITICAL",2024-06-28
48716,Meyer Lemon Miracle Tart,bakery,0.98,2.09,-5.0,High,LOW,1.38,-34.0,2502.7,3453.69,1001.07,341.58,659.49,193.1,"Elasticity -5.0, Stock:LOW",2024-06-28
31192,Free & Clear  Natural Dish Liquid,household,4.97,10.35,-1.0,Low,CRITICAL,17.08,65.0,177.4,3030.48,2148.66,1533.5,615.16,40.1,"Elasticity -1.0, Stock:CRITICAL",2024-06-28
4460,Non Gmo Snickerdoodle Protein Bar,snacks,2.45,4.91,-1.0,Low,LOW,7.36,49.9,204.2,1502.95,1002.65,738.5,264.15,35.8,"Elasticity -1.0, Stock:LOW",2024-06-28
42698,Hot Pork Sausage,frozen,2.53,5.24,-2.595,High,LOW,4.39,-16.2,382.4,1678.92,711.34,633.27,78.07,12.3,"Elasticity -2.595, Stock:LOW",2024-06-28
28093,Pork Potsticker,frozen,1.7,3.49,-1.21,Medium,NORMAL,5.24,50.1,51.9,271.74,183.58,146.67,36.91,25.2,"Elasticity -1.21, Stock:NORMAL",2024-06-28
30856,Whole Grain White Hamburger Buns,bakery,2.71,5.34,-0.26,Low,CRITICAL,8.81,65.0,288.9,2545.49,1762.48,847.05,915.43,108.1,"Elasticity -0.26, Stock:CRITICAL",2024-06-28
20377,"Water Chestnuts, Sliced, No Salt Added",international,4.26,8.78,-1.215,Medium,CRITICAL,14.49,65.0,39.7,575.49,406.3,319.4,86.9,27.2,"Elasticity -1.215, Stock:CRITICAL",2024-06-28
18330,Click Gel Automatic Citrus Scent Toilet Bowl Cleaner,household,1.37,2.17,-0.74,Low,HIGH,3.26,50.2,212.3,692.07,401.23,221.21,180.02,81.4,"Elasticity -0.74, Stock:HIGH",2024-06-28
27457,100 Grand Fun Size Bars,snacks,2.95,6.34,-1.81,High,LOW,6.3,-0.6,306.1,1928.34,1025.39,1014.47,10.92,1.1,"Elasticity -1.81, Stock:LOW",2024-06-28
16471,Chocolate Decorating Decors,pantry,2.36,4.26,-1.0,Low,NORMAL,6.39,50.0,198.9,1270.76,801.43,544.98,256.45,47.1,"Elasticity -1.0, Stock:NORMAL",2024-06-28
11709,Milk Chocolate Coconut & Almonds Bar,snacks,3.91,7.34,-0.47,Low,NORMAL,11.01,50.0,29.2,321.22,207.14,117.87,89.27,75.7,"Elasticity -0.47, Stock:NORMAL",2024-06-28
10531,Easy Quinoa Mushroom & Vegetable Medley,dry goods pasta,2.42,3.74,-5.0,High,NORMAL,3.05,-18.4,912.1,2781.98,574.64,422.11,152.53,36.1,"Elasticity -5.0, Stock:NORMAL",2024-06-28
49193,SmartBlend Chicken & Rice Formula Adult Dry Dog Food,pets,4.21,8.91,-1.0,Low,NORMAL,13.36,49.9,238.0,3179.09,2177.29,1626.63,550.66,33.9,"Elasticity -1.0, Stock:NORMAL",2024-06-28
1793,"Citrus Beverage, Sparkling, with Natural Pulp",beverages,3.56,6.72,-1.0,Low,CRITICAL,11.09,65.0,120.0,1330.56,903.44,612.89,290.55,47.4,"Elasticity -1.0, Stock:CRITICAL",2024-06-28
42459,Sinus-Max Pressure & Pain Relief,personal care,7.32,11.37,-1.0,Low,CRITICAL,18.76,65.0,205.9,3862.39,2355.32,1324.26,1031.06,77.9,"Elasticity -1.0, Stock:CRITICAL",2024-06-28
9061,Italian Sausage & Rigatoni Pasta,frozen,2.9,4.65,-1.0,Low,CRITICAL,7.67,64.9,198.1,1519.16,944.77,548.83,395.94,72.1,"Elasticity -1.0, Stock:CRITICAL",2024-06-28
16099,Heart Healthy Italian Style White Bean & Chicken Sausage,canned goods,1.45,2.36,-1.0,Low,CRITICAL,3.89,64.8,194.7,757.56,475.18,282.9,192.28,68.0,"Elasticity -1.0, Stock:CRITICAL",2024-06-28
46744,Organic ZFruit Rope Fruit Punch Flavor,snacks,1.68,3.35,-0.815,Medium,LOW,5.03,50.1,112.2,564.13,375.72,252.53,123.19,48.8,"Elasticity -0.815, Stock:LOW",2024-06-28
36131,Elderberry Syrup,personal care,5.45,11.25,-0.585,Low,LOW,16.88,50.0,95.0,1602.91,1085.39,678.07,407.32,60.1,"Elasticity -0.585, Stock:LOW",2024-06-28
32947,Organic Pita,bakery,4.2,7.2,-3.66,High,LOW,5.48,-23.9,753.6,4129.94,964.66,806.58,158.08,19.6,"Elasticity -3.66, Stock:LOW",2024-06-28
263,Red Food Color,pantry,2.91,4.58,-0.48,Low,NORMAL,6.87,50.0,215.7,1481.61,854.03,418.71,435.32,104.0,"Elasticity -0.48, Stock:NORMAL",2024-06-28
37228,Mango Lowfat Kefir,dairy eggs,4.83,8.6,-1.665,High,CRITICAL,12.75,48.3,26.1,332.92,206.8,182.55,24.25,13.3,"Elasticity -1.665, Stock:CRITICAL",2024-06-28
39702,Low Fat Milk,dairy eggs,5.74,10.17,-1.49,Medium,NORMAL,15.26,50.0,69.6,1062.03,662.55,545.32,117.23,21.5,"Elasticity -1.49, Stock:NORMAL",2024-06-28
13357,Pomegranate Berry Sparkling Water with Juice,beverages,4.55,9.0,-1.0,Low,NORMAL,13.5,50.0,223.2,3013.2,1997.64,1462.49,535.15,36.6,"Elasticity -1.0, Stock:NORMAL",2024-06-28
26089,Broccoli Squash Carrots Onion Red Pepper Steamables,frozen,5.65,9.36,-3.865,High,CRITICAL,8.01,-14.4,266.4,2133.68,628.65,521.43,107.22,20.6,"Elasticity -3.865, Stock:CRITICAL",2024-06-28
44490,Organic BBQ Sauce Original,pantry,2.15,4.42,-1.87,High,CRITICAL,4.89,10.6,102.2,499.93,280.12,271.22,8.9,3.3,"Elasticity -1.87, Stock:CRITICAL",2024-06-28
14304,Maxi Super Pads,personal care,1.51,2.93,-1.0,Low,CRITICAL,4.83,64.8,92.6,447.41,307.54,209.98,97.56,46.5,"Elasticity -1.0, Stock:CRITICAL",2024-06-28
3155,Foaming Scrub Pink Grapefruit Oil-Free Acne Wash,personal care,5.87,10.97,-5.0,High,CRITICAL,8.67,-21.0,959.6,8319.59,2686.83,1482.51,1204.32,81.2,"Elasticity -5.0, Stock:CRITICAL",2024-06-28
42711,Jumbo Crinkle Cut French Fries,frozen,7.62,13.81,-1.26,Medium,LOW,20.72,50.0,192.9,3997.92,2527.64,1940.06,587.58,30.3,"Elasticity -1.26, Stock:LOW",2024-06-28
24464,Crunchy Apple Chips Cinnamon,snacks,3.61,7.25,-5.0,High,LOW,4.97,-31.4,2203.6,10951.93,2996.91,1187.78,1809.13,152.3,"Elasticity -5.0, Stock:LOW",2024-06-28
20816,"Lasagna, Whole Wheat/Whole Grain",dry goods pasta,2.55,5.39,-4.8,High,CRITICAL,3.94,-26.9,1353.7,5333.57,1881.64,828.63,1053.01,127.1,"Elasticity -4.8, Stock:CRITICAL",2024-06-28
28439,Grape Fruit Ice Bars,frozen,4.11,7.19,-0.365,Low,LOW,10.78,49.9,155.6,1677.47,1037.92,535.84,502.08,93.7,"Elasticity -0.365, Stock:LOW",2024-06-28
42516,Organic Grass Fed Ghee,pantry,4.7,9.26,-2.19,High,LOW,9.41,1.6,63.3,595.95,298.29,288.47,9.82,3.4,"Elasticity -2.19, Stock:LOW",2024-06-28
33318,Sea Salt Soiree Intense Dark Chocolate Squares,snacks,5.23,9.23,-1.0,Low,NORMAL,13.84,49.9,55.3,765.17,476.02,324.06,151.96,46.9,"Elasticity -1.0, Stock:NORMAL",2024-06-28
15421,Double Bergamot Earl Grey,beverages,6.48,13.48,-1.0,Low,CRITICAL,22.24,65.0,204.7,4553.54,3226.79,2292.49,934.3,40.8,"Elasticity -1.0, Stock:CRITICAL",2024-06-28
29963,Moroccan Argan Oil Renewing Shampoo,personal care,5.35,9.8,-0.595,Low,NORMAL,14.7,50.0,257.7,3788.06,2409.41,1399.92,1009.49,72.1,"Elasticity -0.595, Stock:NORMAL",2024-06-28
26352,Chicken Caesar Salad,deli,4.69,8.42,-1.165,Medium,CRITICAL,13.89,65.0,68.1,946.58,626.97,441.89,185.08,41.9,"Elasticity -1.165, Stock:CRITICAL",2024-06-28
35628,Organic Strawberry Smoothie,dairy eggs,1.31,2.84,-1.0,Low,CRITICAL,4.69,65.1,176.3,827.01,596.01,435.94,160.07,36.7,"Elasticity -1.0, Stock:CRITICAL",2024-06-28
16948,Clean Burst Liquid Laundry Detergent,household,1.87,3.62,-4.13,High,LOW,2.54,-29.8,1411.8,3586.07,945.93,559.57,386.36,69.0,"Elasticity -4.13, Stock:LOW",2024-06-28
1123,Fruit Vegetable Mango Fruit Square,canned goods,2.19,4.59,-1.19,Medium,LOW,6.88,49.9,76.2,524.48,357.53,287.92,69.61,24.2,"Elasticity -1.19, Stock:LOW",2024-06-28
31265,Chunky Turkey Feast Cat Food,pets,3.73,8.06,-1.91,High,CRITICAL,8.8,9.2,284.3,2501.6,1441.26,1412.47,28.79,2.0,"Elasticity -1.91, Stock:CRITICAL",2024-06-28
46710,Graduates Waffle Wheels Banana Cream,babies,1.35,2.09,-1.0,Low,CRITICAL,3.45,65.1,191.7,661.28,402.52,225.18,177.34,78.8,"Elasticity -1.0, Stock:CRITICAL",2024-06-28
17412,Mini Lemon Bites,bakery,1.11,2.16,-3.87,High,LOW,1.51,-30.1,692.2,1045.25,276.89,176.11,100.78,57.2,"Elasticity -3.87, Stock:LOW",2024-06-28
33787,Total 2% Lowfat Greek Strained Yogurt with Peach,dairy eggs,5.29,8.64,-0.475,Low,LOW,12.96,50.0,238.4,3089.3,1828.31,937.56,890.75,95.0,"Elasticity -0.475, Stock:LOW",2024-06-28
30377,Fat Free Chocolate Milk,dairy eggs,1.03,2.05,-1.0,Low,CRITICAL,3.38,64.9,209.4,707.66,492.01,343.16,148.85,43.4,"Elasticity -1.0, Stock:CRITICAL",2024-06-28
9469,33 Gal with Flap Closure Black Extra Large Trash Bags,household,2.12,3.61,-4.825,High,LOW,2.76,-23.5,568.7,1569.58,363.96,222.45,141.51,63.6,"Elasticity -4.825, Stock:LOW",2024-06-28
24011,2nd Foods - Beef & Beef Gravy,babies,4.51,7.49,-1.525,High,CRITICAL,12.36,65.0,140.5,1736.05,1102.59,858.22,244.37,28.5,"Elasticity -1.525, Stock:CRITICAL",2024-06-28
851,Chile Con Queso Potato Crisps,snacks,4.38,7.69,-5.0,High,LOW,5.76,-25.1,1374.2,7915.65,1896.46,1047.67,848.79,81.0,"Elasticity -5.0, Stock:LOW",2024-06-28
12981,Strawberry Nonfat Yogurt,missing,4.64,8.52,-1.42,Medium,LOW,12.78,50.0,78.6,1003.87,639.4,522.56,116.84,22.4,"Elasticity -1.42, Stock:LOW",2024-06-28
40770,Sweet Peas Valley Fresh Steamers,frozen,3.03,5.69,-1.69,High,CRITICAL,8.41,47.8,124.2,1044.64,668.27,619.07,49.2,7.9,"Elasticity -1.69, Stock:CRITICAL",2024-06-28
20413,Berry Pomegranate Chia Energy Bar,snacks,4.08,7.84,-3.52,High,LOW,5.53,-29.5,573.3,3170.42,831.3,610.83,220.47,36.1,"Elasticity -3.52, Stock:LOW",2024-06-28
23893,Original Perky's Crunchy Rice Cereal,breakfast,2.78,4.37,-4.845,High,NORMAL,3.52,-19.5,768.9,2706.42,568.96,413.43,155.53,37.6,"Elasticity -4.845, Stock:NORMAL",2024-06-28
11633,Sweet & Tangy Glaze and Dipping Sauce,international,3.23,5.25,-0.32,Low,LOW,7.88,50.1,247.8,1952.75,1152.32,548.45,603.87,110.1,"Elasticity -0.32, Stock:LOW",2024-06-28
10821,Reduced Fat Colby Jack Cheese Sticks,dairy eggs,6.08,9.46,-1.0,Low,LOW,14.19,50.0,138.1,1960.11,1120.26,670.74,449.52,67.0,"Elasticity -1.0, Stock:LOW",2024-06-28
16733,"Polish, Silver, Bottle",household,4.04,8.5,-1.0,Low,NORMAL,12.75,50.0,70.5,899.3,614.35,460.74,153.61,33.3,"Elasticity -1.0, Stock:NORMAL",2024-06-28
36803,Macro Greens,frozen,7.86,13.19,-1.0,Low,LOW,19.78,50.0,59.6,1179.19,710.61,453.71,256.9,56.6,"Elasticity -1.0, Stock:LOW",2024-06-28
10594,Christmas Crunch,breakfast,5.47,8.58,-3.61,High,LOW,8.12,-5.4,113.1,918.39,299.72,273.63,26.09,9.5,"Elasticity -3.61, Stock:LOW",2024-06-28
4614,Burrata alla Panna,dairy eggs,3.73,7.68,-1.275,Medium,LOW,11.52,50.0,191.9,2210.66,1494.88,1219.82,275.06,22.5,"Elasticity -1.275, Stock:LOW",2024-06-28
23095,Flame Grilled Beef Patty,frozen,1.91,4.12,-1.0,Low,CRITICAL,6.8,65.0,172.8,1175.02,844.98,615.76,229.22,37.2,"Elasticity -1.0, Stock:CRITICAL",2024-06-28
40074,Quenching + Coconut Curls Shampoo,personal care,3.4,5.68,-1.0,Low,CRITICAL,9.37,65.0,206.5,1935.18,1232.98,751.66,481.32,64.0,"Elasticity -1.0, Stock:CRITICAL",2024-06-28
4316,Cheese Trio Quiche,frozen,3.49,6.18,-5.0,High,CRITICAL,5.06,-18.1,261.7,1324.24,410.88,251.15,159.73,63.6,"Elasticity -5.0, Stock:CRITICAL",2024-06-28
6425,Everyone's Favorite Chocolate Chip Cookie Mix,pantry,2.75,4.44,-1.0,Low,NORMAL,6.66,50.0,154.7,1030.52,605.01,380.91,224.1,58.8,"Elasticity -1.0, Stock:NORMAL",2024-06-28
10744,Chicken Noodle R&W Condensed Soup Family Size,canned goods,2.34,4.89,-1.16,Medium,NORMAL,7.33,49.9,148.7,1089.92,741.98,584.29,157.69,27.0,"Elasticity -1.16, Stock:NORMAL",2024-06-28
3264,"Muesli, Bircher (Unsweetened)",breakfast,3.61,5.93,-1.0,Low,LOW,8.9,50.1,195.0,1735.71,1031.68,648.84,382.84,59.0,"Elasticity -1.0, Stock:LOW",2024-06-28
26780,Superfood Pesto Sauce,dry goods pasta,5.35,10.92,-1.0,Low,NORMAL,16.38,50.0,219.5,3595.96,2421.45,1791.12,630.33,35.2,"Elasticity -1.0, Stock:NORMAL",2024-06-28
45080,Body Bar Soap Milk & Honey Complexion,personal care,4.01,8.31,-2.73,High,CRITICAL,7.66,-7.8,408.8,3131.42,1492.12,1363.36,128.76,9.4,"Elasticity -2.73, Stock:CRITICAL",2024-06-28
29661,"Chardonnay, Premium Dealcoholized Wine, 2011",alcohol,4.8,9.95,-1.36,Medium,HIGH,14.92,49.9,136.0,2029.53,1376.6,1175.78,200.82,17.1,"Elasticity -1.36, Stock:HIGH",2024-06-28
30822,Thirst Quencher Lemon-Lime/Fruit Punch/Orange Variety Pack Sports Drink,beverages,5.08,8.29,-4.79,High,LOW,6.52,-21.4,594.0,3872.89,855.36,581.16,274.2,47.2,"Elasticity -4.79, Stock:LOW",2024-06-28
23790,Total Moisture Aloe Fresh Hydrating Lotion,personal care,4.53,7.77,-2.91,High,CRITICAL,7.76,-0.1,179.2,1390.36,578.72,556.9,21.82,3.9,"Elasticity -2.91, Stock:CRITICAL",2024-06-28
19388,Mushroom Steak Sauce,missing,3.84,6.93,-4.8,High,CRITICAL,5.6,-19.2,529.8,2966.88,932.45,562.01,370.44,65.9,"Elasticity -4.8, Stock:CRITICAL",2024-06-28
28080,Sugar Free Italian Sweet Creme Coffee Creamer,dairy eggs,2.06,3.95,-3.825,High,CRITICAL,3.07,-22.3,503.7,1546.48,508.78,348.56,160.22,46.0,"Elasticity -3.825, Stock:CRITICAL",2024-06-28
28147,Farmer Cheese No Salt Added,dairy eggs,5.77,9.22,-2.28,High,CRITICAL,10.94,18.7,83.7,915.51,432.65,400.95,31.7,7.9,"Elasticity -2.28, Stock:CRITICAL",2024-06-28
20980,Spinach Mountain Bread,bakery,1.76,3.33,-1.96,High,LOW,3.42,2.7,315.6,1079.24,523.84,506.81,17.03,3.4,"Elasticity -1.96, Stock:LOW",2024-06-28
12093,Rubber Bands,other,1.37,2.24,-3.6,High,LOW,1.76,-21.4,677.6,1192.59,264.27,238.94,25.33,10.6,"Elasticity -3.6, Stock:LOW",2024-06-28
48100,Classic Caramel Flavoring Syrup,pantry,4.54,8.45,-1.96,High,NORMAL,8.72,3.2,48.0,418.13,200.43,192.34,8.09,4.2,"Elasticity -1.96, Stock:NORMAL",2024-06-28
13915,Wet Skin Broad Spectrum SPF 30 Sunscreen Spray,personal care,1.98,3.77,-1.295,Medium,NORMAL,5.66,50.1,64.0,362.5,235.69,187.99,47.7,25.4,"Elasticity -1.295, Stock:NORMAL",2024-06-28
39127,Classic Crust Pepperoni Pizza,frozen,7.75,14.29,-1.0,Low,CRITICAL,23.58,65.0,68.8,1621.91,1088.84,720.8,368.04,51.1,"Elasticity -1.0, Stock:CRITICAL",2024-06-28
47978,Sugar Cookie Dough,pantry,5.89,11.54,-1.0,Low,CRITICAL,19.04,65.0,158.6,3020.02,2085.78,1446.37,639.41,44.2,"Elasticity -1.0, Stock:CRITICAL",2024-06-28
40579,Whole Kosher Dills,pantry,6.68,11.15,-1.0,Low,CRITICAL,18.4,65.0,183.4,3373.99,2149.08,1298.25,850.83,65.5,"Elasticity -1.0, Stock:CRITICAL",2024-06-28
36547,Aloe Vera Juice Whole Leaf,personal care,3.14,5.7,-2.54,High,NORMAL,5.05,-11.4,130.6,659.36,249.38,237.77,11.61,4.9,"Elasticity -2.54, Stock:NORMAL",2024-06-28
10908,Brown Sugar Cubes,pantry,1.07,2.15,-1.0,Low,CRITICAL,3.55,65.1,199.2,707.13,494.0,346.37,147.63,42.6,"Elasticity -1.0, Stock:CRITICAL",2024-06-28
14937,Re-Fresh Body Spray Fiji with Palm Tree,personal care,7.11,11.28,-1.0,Low,CRITICAL,18.61,65.0,193.5,3600.58,2224.97,1259.13,965.84,76.7,"Elasticity -1.0, Stock:CRITICAL",2024-06-28
16512,Pressed Lime Lemonade,pantry,3.31,6.28,-0.46,Low,CRITICAL,10.36,65.0,261.6,2710.69,1844.63,942.77,901.86,95.7,"Elasticity -0.46, Stock:CRITICAL",2024-06-28
17923,Crinkle Cut Fries,frozen,8.16,14.6,-2.325,High,CRITICAL,16.76,14.8,243.0,4072.61,2089.76,2111.97,-22.21,-1.1,"Elasticity -2.325, Stock:CRITICAL",2024-06-28
38533,Creamy Deluxe Macaroni Dinner Elbows & Four Cheese Sauce,dry goods pasta,7.35,11.64,-1.0,Low,CRITICAL,19.21,65.0,174.5,3352.32,2069.68,1184.6,885.08,74.7,"Elasticity -1.0, Stock:CRITICAL",2024-06-28
35617,Disinfecting Wipes Citrus Scent,household,6.05,10.53,-3.545,High,NORMAL,7.93,-24.7,857.2,6797.87,1611.6,1361.71,249.89,18.4,"Elasticity -3.545, Stock:NORMAL",2024-06-28
8791,Lundberg 9.5 Oz,snacks,2.23,4.71,-1.0,Low,NORMAL,7.06,49.9,224.4,1584.44,1083.98,824.95,259.03,31.4,"Elasticity -1.0, Stock:NORMAL",2024-06-28
42761,"Sweet Dreams Magickal Mineral Bath Salt Jasmine,Sandalwood & Vanilla",personal care,3.73,5.85,-1.33,Medium,NORMAL,8.77,49.9,203.0,1780.15,1023.03,712.01,311.02,43.7,"Elasticity -1.33, Stock:NORMAL",2024-06-28
27698,Garlic Bread Pepperoni Pizza,frozen,7.6,13.21,-1.0,Low,CRITICAL,21.8,65.0,99.4,2167.76,1412.03,896.28,515.75,57.5,"Elasticity -1.0, Stock:CRITICAL",2024-06-28
22724,Family Size Macaroni & Cheese,frozen,3.52,6.8,-1.0,Low,NORMAL,10.2,50.0,59.3,605.2,396.35,277.66,118.69,42.7,"Elasticity -1.0, Stock:NORMAL",2024-06-28
