product_id,product_name,department,cost_price,current_base_price,avg_price_elasticity,price_sensitivity_category,recommended_optimal_price,avg_weekly_demand,predicted_demand_at_optimal,expected_weekly_profit_at_optimal,current_weekly_profit,profit_improvement_pct
26780,Superfood Pesto Sauce,dry goods pasta,5.35,10.92,0.0,Low,inf,329.3,0,,1791.12,
45080,Body Bar Soap Milk & Honey Complexion,personal care,4.01,8.31,-2.73,High,6.33,327.3,688,1596.16,1363.36,17.1
29661,"Chardonnay, Premium Dealcoholized Wine, 2011",alcohol,4.8,9.95,-1.36,Medium,18.13,236.0,104,1386.32,1175.78,17.9
30822,Thirst Quencher Lemon-Lime/Fruit Punch/Orange Variety Pack Sports Drink,beverages,5.08,8.29,-4.79,High,6.42,188.0,639,856.26,581.16,47.3
23790,Total Moisture Aloe Fresh Hydrating Lotion,personal care,4.53,7.77,-2.91,High,6.9,178.5,252,597.24,556.9,7.2
19388,Mushroom Steak Sauce,missing,3.84,6.93,-4.8,High,4.85,190.5,1056,1066.56,562.01,89.8
28080,Sugar Free Italian Sweet Creme Coffee Creamer,dairy eggs,2.06,3.95,-3.825,High,2.79,192.1,726,529.98,348.56,52.0
28147,Farmer Cheese No Salt Added,dairy eggs,5.77,9.22,-2.28,High,10.28,123.6,96,432.96,400.95,8.0
20980,Spinach Mountain Bread,bakery,1.76,3.33,-1.96,High,3.59,332.5,286,523.38,506.81,3.3
12093,Rubber Bands,other,1.37,2.24,-3.6,High,1.9,284.4,514,272.42,238.94,14.0
48100,Classic Caramel Flavoring Syrup,pantry,4.54,8.45,-1.96,High,9.27,51.0,42,198.66,192.34,3.3
13915,Wet Skin Broad Spectrum SPF 30 Sunscreen Spray,personal care,1.98,3.77,-1.295,Medium,8.69,108.4,36,241.56,187.99,28.5
39127,Classic Crust Pepperoni Pizza,frozen,7.75,14.29,0.0,Low,inf,113.5,0,,720.8,
47978,Sugar Cookie Dough,pantry,5.89,11.54,0.0,Low,inf,261.7,0,,1446.37,
40579,Whole Kosher Dills,pantry,6.68,11.15,0.0,Low,inf,302.6,0,,1298.25,
36547,Aloe Vera Juice Whole Leaf,personal care,3.14,5.7,-2.54,High,5.18,96.0,122,248.88,237.77,4.7
10908,Brown Sugar Cubes,pantry,1.07,2.15,0.0,Low,inf,328.9,0,,346.37,
14937,Re-Fresh Body Spray Fiji with Palm Tree,personal care,7.11,11.28,0.0,Low,inf,319.2,0,,1259.13,
16512,Pressed Lime Lemonade,pantry,3.31,6.28,-0.46,Low,3.4755000000000003,329.4,432,71.5,942.77,-92.4
17923,Crinkle Cut Fries,frozen,8.16,14.6,-2.325,High,14.32,334.9,350,2156.0,2111.97,2.1
38533,Creamy Deluxe Macaroni Dinner Elbows & Four Cheese Sauce,dry goods pasta,7.35,11.64,0.0,Low,inf,288.0,0,,1184.6,
35617,Disinfecting Wipes Citrus Scent,household,6.05,10.53,-3.545,High,8.43,313.7,690,1642.2,1361.71,20.6
8791,Lundberg 9.5 Oz,snacks,2.23,4.71,0.0,Low,inf,336.4,0,,824.95,
42761,"Sweet Dreams Magickal Mineral Bath Salt Jasmine,Sandalwood & Vanilla",personal care,3.73,5.85,-1.33,Medium,15.03,347.8,99,1118.7,712.01,57.1
27698,Garlic Bread Pepperoni Pizza,frozen,7.6,13.21,0.0,Low,inf,164.1,0,,896.28,
22724,Family Size Macaroni & Cheese,frozen,3.52,6.8,0.0,Low,inf,89.0,0,,277.66,
42150,"Pull-Ups Learning Designs Training Pantsfor Girls, Size 3T-4T",babies,1.76,3.69,-0.125,Low,1.848,343.3,374,32.91,635.8,-94.8
43003,Organic Lemon Agave Vinaigrette,pantry,4.61,7.57,-5.0,High,5.76,359.3,1408,1619.2,1030.63,57.1
10566,Blue Plus Bleach,household,6.52,11.36,-1.74,High,15.33,212.6,126,1110.06,1000.35,11.0
6809,Berry Bunnies Cereal Organic,breakfast,4.99,8.96,0.0,Low,inf,163.2,0,,620.63,
28788,Vermont Cheddar Mac & Cheese,missing,4.84,7.7,-0.4,Low,5.082,205.4,242,58.56,567.11,-89.7
22284,Sweet & Salty Popped Snack Mix,snacks,1.96,3.23,-3.21,High,2.85,306.2,457,406.73,376.29,8.1
9929,"6\"" Organic Chocolate Cake",bakery,2.64,5.5,0.0,Low,inf,328.8,0,,925.71,
4806,Oat Milk Soap,personal care,6.1,11.9,0.0,Low,inf,291.2,0,,1636.92,
27818,Liquid Eggs Whites,dairy eggs,1.7,3.4,-0.08,Low,inf,292.1,0,,481.9,
20832,"Potato Chips, Original Lightly Salted",snacks,3.83,6.39,0.0,Low,inf,113.1,0,,283.33,
25653,Organic Plain Yogurt,dairy eggs,4.92,10.77,-5.0,High,6.15,110.9,1827,2247.21,639.35,251.5
36343,"9\"" Pie Shell",frozen,6.71,11.89,0.0,Low,inf,162.5,0,,810.79,
33899,Red Wine Blend,alcohol,5.4,8.97,0.0,Low,inf,316.5,0,,1083.24,
29131,Color Revitalize Protection for Color Treated Hair Conditioner,personal care,5.64,9.02,-1.48,Medium,17.39,295.5,111,1304.25,964.38,35.2
293,Prime Filets Chicken & Tuna Dinner in Gravy Cat Food,pets,2.9,5.59,0.0,Low,inf,114.6,0,,300.68,
23821,Organic Chili Spicy,canned goods,1.33,2.17,-4.18,High,1.75,294.1,722,303.24,236.13,28.4
43747,Sport Anti Perspirant & Deodorant Gel,personal care,4.76,10.09,-2.03,High,9.38,122.3,141,651.42,631.17,3.2
5523,"Super C, 1000 mg, Tablets",personal care,6.25,10.1,0.0,Low,inf,309.2,0,,1150.34,
43010,Tomato Juice From Concentrate,beverages,6.28,13.21,0.0,Low,inf,328.2,0,,2244.6,
1600,Mediterranean Orzo Salad,deli,5.89,11.13,0.0,Low,inf,342.2,0,,1752.43,
35130,French Chocolate Fat Free Ice Cream,frozen,5.57,9.14,-0.53,Low,5.8485000000000005,276.6,350,97.48,955.41,-89.8
28660,Silhouette for Women S/M Briefs,other,3.37,7.02,0.0,Low,inf,311.7,0,,1104.17,
3031,100% Colombian Medium Roast K-Cup Packs Arabica Coffee,beverages,6.09,12.28,-1.66,High,15.32,331.5,229,2113.67,1977.77,6.9
32375,Tamarind Soda,beverages,6.11,10.27,-4.985,High,7.64,325.0,1420,2172.6,1305.68,66.4
12378,Organic Toilet Bowl Cleaner,household,5.36,9.02,0.0,Low,inf,204.0,0,,717.73,
17817,Pimiento Stuffed Spanish Green Olives,pantry,5.76,9.96,0.0,Low,inf,288.5,0,,1174.31,
19461,Swanson Premium Chicken Breast Chunks,canned goods,2.68,4.56,-1.74,High,6.3,82.9,47,170.14,150.84,12.8
6269,Brisling Sardines In Water,canned goods,1.31,2.35,-3.59,High,1.82,332.5,832,424.32,333.47,27.2
20483,Cherry Flavored Allergy,personal care,2.88,5.76,-2.385,High,4.96,286.3,409,850.72,801.57,6.1
47504,Blueberry Breakfast Biscuits,breakfast,1.53,2.94,-0.78,Low,1.6065,161.7,259,19.81,220.63,-91.0
18050,Gluten free Spaghetti,dry goods pasta,3.78,7.78,-4.05,High,5.02,178.7,1053,1305.72,690.94,89.0
26132,Spreadable Light Butter & Canola Oil Blend,dairy eggs,1.49,2.36,-3.81,High,2.02,304.6,550,291.5,259.62,12.3
13506,Magic Shell Chocolate Fudge,snacks,3.39,5.99,-2.03,High,6.68,173.6,139,457.31,436.13,4.9
46028,Korean Style Barbecue Bulgogl Sauce,pantry,3.94,7.43,-5.0,High,4.92,277.4,2178,2134.44,933.82,128.6
24987,Kettle Corn Seasoning,snacks,2.52,4.65,0.0,Low,inf,109.7,0,,227.7,
27771,Eggplant,produce,3.41,5.34,-2.4,High,5.85,230.0,184,448.96,424.79,5.7
9502,Menthol Nasal Swab,personal care,1.11,2.31,-2.29,High,1.97,292.7,421,362.06,342.28,5.8
28128,French Roast Dark Coffee,beverages,1.13,2.0,0.0,Low,inf,328.5,0,,276.37,
22133,Lindor Assorted Chocolate Truffles,snacks,4.78,8.67,-2.15,High,8.94,98.5,92,382.72,370.76,3.2
629,Probiotics Women 50 & Wiser Vegetarian Capsules,personal care,3.2,5.6,-5.0,High,4.0,322.2,1732,1385.6,735.31,88.4
49625,Golden Wheat Deep Cleanse Shampoo,personal care,1.48,3.27,0.0,Low,inf,337.7,0,,592.58,
29672,Lactose Free Low Fat Vanilla Yogurt,dairy eggs,4.51,7.22,-5.0,High,5.64,293.2,1007,1137.91,774.59,46.9
12760,Organic Hojicha Green Tea,beverages,7.57,11.89,-2.01,High,15.07,161.7,100,750.0,670.72,11.8
45837,"Truffles, Organic, Coconut Karma",snacks,2.32,4.12,0.0,Low,inf,305.5,0,,531.52,
31902,Urinary Health Extra Strength Liquid Cranberry,personal care,4.85,8.23,-5.0,High,6.06,346.6,1601,1937.21,1142.01,69.6
41844,Honey Nut Cheerios,breakfast,1.81,2.85,0.0,Low,inf,327.2,0,,324.99,
38008,Beyond Grain Free Chicken & Sweet Potato Recipe Pate Cat Food,pets,1.49,2.52,-2.65,High,2.39,116.3,133,119.7,115.5,3.6
12131,Non-lotion White Facial Tissue,household,3.51,7.31,0.0,Low,inf,226.0,0,,838.08,
29210,Texas Toast,bakery,2.83,5.01,-2.8,High,4.4,74.7,107,167.99,156.74,7.2
24129,Natural Fresh Goat Cheese,dairy eggs,4.78,8.37,-3.48,High,6.71,220.8,476,918.68,758.71,21.1
3940,Nonfat Cottage Cheese,dairy eggs,4.95,9.26,-3.4,High,7.01,338.4,871,1794.26,1401.82,28.0
35315,Premium Green Tea,beverages,8.76,14.67,0.0,Low,inf,248.6,0,,1418.6,
40172,Deli Shaved Honey Ham,deli,4.56,7.16,-0.84,Medium,4.787999999999999,123.8,173,39.44,304.43,-87.0
2214,Power & Free Multi-Purpose Cleaner,household,3.32,5.23,0.0,Low,inf,306.1,0,,551.79,
39861,Flax Plus Hot Oatmeal,breakfast,5.37,9.95,-0.265,Low,5.6385000000000005,123.8,143,38.4,547.31,-93.0
12576,Kiwi Sandia Sparkling Water,beverages,2.44,5.16,-3.135,High,3.58,326.6,1027,1170.78,868.12,34.9
11898,Foods Gourmet Dry Salami Black Pepper,deli,4.13,6.39,0.0,Low,inf,311.7,0,,682.31,
22956,Thin Crust Trio Bacon Pizza,frozen,2.43,3.94,-2.85,High,3.74,87.5,101,132.31,125.67,5.3
30913,Organic Green Tea,beverages,0.87,1.84,-0.975,Medium,0.9135,134.6,266,11.57,125.34,-90.8
30196,Red Cooking Wine,pantry,7.38,11.63,-3.83,High,9.99,266.8,477,1244.97,1110.75,12.1
673,Chicken Base,canned goods,2.71,4.34,-3.86,High,3.66,222.4,429,407.55,349.27,16.7
26616,French Lavender Clarifying Shampoo,personal care,4.96,8.96,-0.09,Low,inf,192.8,0,,737.56,
4505,Espresso Chocolate Creamer,missing,3.46,6.09,-3.67,High,4.76,207.1,511,664.3,524.14,26.7
46545,82% Dark Chocolate Bar with Bourbon,snacks,2.01,3.8,-2.055,High,3.92,113.7,106,202.46,197.74,2.4
33328,Season and Cooked Pulled Beef,meat seafood,3.36,7.29,0.0,Low,inf,311.3,0,,1194.92,
43228,Hemp Nourishing Shampoo,personal care,2.33,4.5,0.0,Low,inf,317.9,0,,667.37,
15869,Sweet Hot Dog Buns,bakery,3.1,5.07,-1.335,Medium,12.35,51.2,15,138.75,96.51,43.8
39448,Cold Brew Coffee Mocha,dairy eggs,4.13,9.15,-0.53,Low,4.3365,81.4,120,24.78,397.32,-93.8
13427,Cranberry with Lime Juice Cocktail,beverages,5.38,10.41,0.0,Low,inf,274.4,0,,1334.0,
42191,G Series Perform Frost Glacier Cherry Sports Drink,beverages,2.8,5.28,-2.17,High,5.19,51.1,52,124.28,122.77,1.2
30568,Go Fresh Cool Essentials Anti-Perspirant Deodorant,personal care,6.44,11.55,-5.0,High,8.05,188.1,1143,1840.23,922.75,99.4
43459,Puffs Cheese Flavored Snacks,snacks,5.09,8.03,0.0,Low,inf,314.8,0,,899.73,
26013,Organic Dried Papaya,snacks,3.46,6.66,0.0,Low,inf,338.7,0,,1054.28,
23474,"Couscous, Israeli, Traditional",dry goods pasta,4.22,8.12,-0.52,Low,4.431,95.5,130,27.43,360.95,-92.4
34355,Spearmint Sugar-Free Gum,snacks,3.38,5.65,0.0,Low,inf,282.7,0,,613.26,
9977,Paws Xl,missing,2.42,4.48,0.0,Low,inf,43.4,0,,85.95,
23150,Vegetable Classics 99% Fat Free Lentil Soup,canned goods,1.2,2.42,-2.45,High,2.03,78.2,120,99.6,92.64,7.5
10260,Zingz Queso Fundido Baked Snack Crackers,snacks,4.42,8.18,0.0,Low,inf,293.3,0,,1060.51,
39175,Chunk White Albacore in Water,canned goods,0.51,1.06,0.0,Low,inf,286.1,0,,151.62,
44617,Propolis Eucalyptus Manuka Honey Lozenge,missing,1.53,3.16,-2.65,High,2.46,288.2,559,519.87,459.66,13.1
21229,"Brown, Red & Black Ready Rice",dry goods pasta,1.35,2.46,-1.84,High,2.96,278.7,198,318.78,301.91,5.6
32123,Whole Ground Golden Flaxseed Meal,pantry,1.29,2.41,0.0,Low,inf,194.9,0,,212.93,
22168,Whole Maine Cherrystone Clams,canned goods,2.8,4.42,-2.27,High,5.0,245.0,185,407.0,382.28,6.5
47510,Designer Paper Plates 7 In,household,4.72,9.04,-0.28,Low,4.9559999999999995,230.8,273,64.43,970.55,-93.4
20497,Original Antibiotic Ointment,personal care,3.82,6.74,0.0,Low,inf,278.1,0,,793.8,
3883,Chicken Fingers,frozen,2.4,4.17,0.0,Low,inf,316.8,0,,545.9,
21028,Calcium and Fiber Supplement,personal care,3.13,6.92,0.0,Low,inf,253.2,0,,938.66,
46891,Way Better Snacks Sweet Potato Corn Tortilla Chips,snacks,3.53,6.05,-0.18,Low,3.7065,169.6,185,32.65,417.7,-92.2
726,Gluten-Free Boom Chicka Pop Sweet & Spicy Popcorn,snacks,1.85,3.8,-0.73,Low,1.9425000000000001,265.5,433,40.05,501.86,-92.0
48611,Milk Chocolate Candies Fun Size Bags,snacks,3.69,5.75,-5.0,High,4.61,185.0,558,513.36,366.44,40.1
27928,Cotton Balls,personal care,2.87,5.99,0.0,Low,inf,339.6,0,,1030.47,
509,Starting Solids Carrots Organic Baby Food,babies,4.35,8.16,0.0,Low,inf,121.8,0,,453.34,
24514,Fig Newtons Fat Free Cookies,snacks,3.39,7.26,-0.915,Medium,3.5595000000000003,149.2,286,48.48,554.03,-91.2
32510,Steak Seasoning & Rub,pantry,1.59,2.45,0.0,Low,inf,331.8,0,,280.32,
4879,"Milk, Fat Free",dairy eggs,3.17,5.75,0.0,Low,inf,136.4,0,,338.64,
24613,Sweet Potato Puffs Cereal Snack,babies,4.7,8.26,-3.78,High,6.39,103.8,274,463.06,356.58,29.9
14418,Ezekiel 4:9 Sprouted Grain Pasta Penne,dry goods pasta,3.26,7.03,-2.575,High,5.33,353.8,721,1492.47,1302.43,14.6
40138,Chocolate Chip Heart Thrive,bakery,4.24,7.07,-3.06,High,6.3,43.6,62,127.72,118.71,7.6
36202,Organic Red Wagon Coffee K-Cups,beverages,5.11,10.39,0.0,Low,inf,330.6,0,,1693.59,
14565,Roadhouse with Bean Chili,canned goods,1.04,1.65,-2.875,High,1.59,308.2,342,188.1,179.57,4.8
39884,Calorie Free Pancake Syrup,pantry,1.33,2.71,-3.45,High,1.87,315.0,1132,611.28,422.65,44.6
43947,Sausage & Mushroom Thin Pizza,frozen,5.23,10.71,0.0,Low,inf,333.5,0,,1773.6,
23389,Original Ultra Concentrated Dish Soap,household,1.04,2.27,0.0,Low,inf,190.7,0,,229.27,
39367,Breakstones Cottage Doubles Strawberry,missing,4.28,7.86,-3.13,High,6.29,41.9,84,168.84,146.0,15.6
6393,Protein Plus Mango Protein Shake,beverages,7.99,14.19,-0.405,Low,8.3895,120.0,148,59.13,707.35,-91.6
23350,Chow Mein Seasoning Mix,international,3.59,7.75,0.0,Low,inf,330.5,0,,1345.69,
12053,Panama Peach Antioxidant Infusion,beverages,4.08,6.74,-2.565,High,6.69,342.0,348,908.28,870.24,4.4
15128,Apricot from Concentrate Nectar,beverages,5.5,10.18,-0.57,Low,5.775,126.1,174,47.85,574.82,-91.7
46439,Italian Sliced Bread,bakery,2.49,4.48,-4.495,High,3.2,188.7,856,607.76,360.61,68.5
44484,Grain Free Naturals Dry Dog Food Chicken & Garden Pea Recipe,pets,4.01,7.46,-4.45,High,5.17,312.2,1596,1851.36,1050.25,76.3
9621,Cornbread & Muffin Mix,pantry,6.05,11.41,-0.86,Medium,6.3525,326.5,540,163.35,1717.17,-90.5
32583,"Adhesive Bandages, Flexible Fabric, Assorted Sizes, Bonus",personal care,3.29,5.86,-5.0,High,4.11,176.6,1040,852.8,440.32,93.7
6516,Ham & Swiss On Rye,deli,5.58,11.61,-2.77,High,8.73,178.6,393,1237.95,1036.08,19.5
26224,Sparkling Lime Water,beverages,6.67,13.72,-2.395,High,11.45,310.8,479,2289.62,2135.22,7.2
13421,Advanced Care Plaque Guard Frosted Mint Antiplaque Mouthwash,personal care,2.46,3.96,0.0,Low,inf,347.1,0,,498.56,
27047,Bloody Mary Cocktail Mix,other,1.72,2.69,-3.165,High,2.51,135.5,168,132.72,124.52,6.6
30701,Sweet & Salty Nut Chocolate Pretzel Nut Granola Bars,breakfast,1.58,3.01,-0.71,Low,1.6590000000000003,249.1,380,30.02,348.44,-91.4
34144,Whole Grain Buttermilk Pancake & Waffle Mix,breakfast,1.1,2.18,0.0,Low,inf,100.9,0,,106.44,
6068,"Black Pepper, Fine Grind",pantry,1.7,2.94,-0.365,Low,1.785,82.0,98,8.33,97.01,-91.4
1571,Trading Company All Natural Black Bean Spicy Dip,pantry,4.7,8.83,0.0,Low,inf,260.4,0,,1033.14,
38184,Poppy Bagels,frozen,1.75,3.85,-2.4,High,3.0,51.3,93,116.25,104.66,11.1
39585,Chinese Fried Rice Seasoning Mix,international,2.5,5.19,0.0,Low,inf,317.8,0,,829.12,
46040,Ear Relief Ear Drops,personal care,6.2,10.45,-0.69,Low,6.510000000000001,292.3,405,125.55,1202.91,-89.6
17966,Caffeine Free Diet Coke Mini Bottles,beverages,1.05,1.81,-2.67,High,1.68,273.8,334,210.42,202.7,3.8
3017,Travel Unscented Wipes,babies,4.62,10.14,0.0,Low,inf,318.4,0,,1726.11,
26759,Solid Light Tuna In Olive Oil,canned goods,1.05,2.13,-1.955,High,2.15,245.8,241,265.1,256.51,3.3
7917,Original Hazelnut Liqueur,alcohol,1.58,3.18,0.0,Low,inf,203.1,0,,320.18,
7206,Cilantro Avocado Yogurt Dressing,pantry,5.24,8.97,-3.055,High,7.79,323.3,497,1267.35,1183.57,7.1
22326,Indian Vegetable Korma Entrée,frozen,4.79,10.55,-1.23,Medium,25.62,73.5,24,499.92,412.02,21.3
33992,Organic Curly Parsley,produce,3.39,7.2,-4.96,High,4.25,308.9,4221,3630.06,1137.06,219.2
25783,Lemon Lime Thirst Quencher,beverages,6.97,11.42,-1.91,High,14.63,283.8,176,1348.16,1209.29,11.5
6803,Rose Lemonade,beverages,6.0,12.35,-3.99,High,8.01,313.2,1762,3541.62,1934.75,83.1
40800,Gluten Free Rice Bread,frozen,3.7,6.38,-0.67,Low,3.8850000000000002,149.3,208,38.48,389.01,-90.1
27099,"Peanuts, Caramel and Chewy Nougat Chocolate Candy Bar",snacks,1.91,3.83,-0.88,Medium,2.0055,43.4,76,7.26,80.88,-91.0
17382,Catnip Mice Skitter Critters,pets,4.47,9.51,-1.03,Medium,153.47,42.6,2,298.0,209.86,42.0
9958,Honey Smoked Turkey Breast,deli,5.02,10.07,-0.89,Medium,5.271,179.1,318,79.82,877.04,-90.9
25161,High Life Beer Cans,alcohol,7.08,11.91,-1.91,High,14.86,232.9,152,1182.56,1079.81,9.5
23429,Baby Corn Vegetable Trio,produce,2.6,4.18,0.0,Low,inf,80.0,0,,122.28,
7235,Stevia Plus Powder,pantry,3.52,5.72,0.0,Low,inf,339.2,0,,731.8,
42009,Body Powder Original Strength,personal care,5.17,9.76,-1.23,Medium,27.65,98.6,27,606.96,434.39,39.7
44123,Colby Jack Cheese Sticks,dairy eggs,3.16,5.41,-4.17,High,4.16,332.4,994,994.0,716.97,38.6
31878,Package Kiwi,produce,3.71,7.55,-0.41,Low,3.8955,312.8,410,76.06,1158.66,-93.4
11282,Indulgent Coconut Milk Body Wash,personal care,5.38,10.58,0.0,Low,inf,205.0,0,,1028.93,
26389,"Multi-Purpose 8\"" Scissors",household,3.96,6.29,-2.865,High,6.08,309.7,341,722.92,697.01,3.7
5349,Original Plus Vitamins & Minerals Cat Food,pets,4.3,9.51,-0.88,Medium,4.515,176.5,339,72.88,898.24,-91.9
16841,Soap Saver 2 Pack,household,4.46,9.55,0.0,Low,inf,231.7,0,,1154.55,
11098,Organic Sencha Green Tea,international,1.49,3.03,-0.285,Low,1.5645,119.6,144,10.73,178.02,-94.0
1391,Town House Light & Buttery Original Oven Baked Crackers,snacks,4.22,9.27,-1.9,High,8.91,298.5,321,1505.49,1461.0,3.0
8544,Ground Pepper Cayenne,pantry,3.43,7.05,0.0,Low,inf,360.9,0,,1289.54,
37833,Soft Regular Pulsar Toothbrush,personal care,5.81,10.26,-2.31,High,10.25,338.6,339,1505.16,1473.52,2.1
41350,White Spearmint Sugar-Free Gum,snacks,2.62,4.9,-0.7,Low,2.7510000000000003,286.5,429,56.2,639.5,-91.2
36984,Villa Toscana Wine,alcohol,6.89,10.96,-2.39,High,11.85,255.6,212,1051.52,995.15,5.7
29103,Zero Go-Go Mixed Berry Vitamin Water,beverages,4.14,6.75,-1.955,High,8.48,171.6,109,473.06,425.76,11.1
28076,Fettucini Alfredo Savory Italian Recipes,frozen,1.62,3.13,0.0,Low,inf,248.4,0,,364.47,
20814,Sensitive with Iron Infant Formula,babies,5.55,11.05,-2.46,High,9.35,59.1,89,338.2,315.39,7.2
17346,Acne Medication Rapid Treatment Face Wash Maximum Action,personal care,1.53,2.91,0.0,Low,inf,265.7,0,,352.98,
2111,Organic Cappuccino Protein Shake,beverages,3.3,5.81,0.0,Low,inf,250.6,0,,605.89,
37774,Artesian Sparkling Water,beverages,7.22,14.33,-5.0,High,9.02,326.2,3301,5941.8,2253.87,163.6
32461,Spaghetti Cool Shapes Star Wars,canned goods,2.76,4.8,-0.845,Medium,2.8979999999999997,234.7,359,49.54,458.75,-89.2
27260,Cafe Latte Vanilla,beverages,4.91,9.24,-1.95,High,10.08,111.6,94,485.98,471.57,3.1
8386,"4X Ultra Concentrated Natural Laundry Detergent, Geranium Blossoms & Vanilla",household,4.66,8.32,-0.305,Low,4.893000000000001,275.8,324,75.49,983.53,-92.3
11437,Gluten Free Blueberry Oat Muffin Tops,frozen,4.5,8.38,-1.36,Medium,17.0,170.5,65,812.5,637.76,27.4
7985,Gluten-Free Reduced Sodium Popcorn,snacks,2.39,4.7,0.0,Low,inf,278.9,0,,627.96,
10601,My First Fluoride-Free Infant & Toddler Toothpaste Mild Fruit,personal care,3.38,5.29,0.0,Low,inf,179.1,0,,331.34,
14669,"Italian Pasta Sauce Basilico Tomato, Basil & Garlic",dry goods pasta,5.26,8.73,-0.6,Low,5.523,324.7,427,112.3,1079.91,-89.6
43043,"Tropical Fruit Salad, Organic, in Organic Pineapple & Passionfruit Fruit Juices",canned goods,1.92,4.01,0.0,Low,inf,264.9,0,,526.35,
10709,Non Dairy Chunky Monkey,frozen,7.8,12.5,-1.72,High,18.63,342.8,172,1862.76,1554.13,19.9
32623,Natural Raspberry Soda,beverages,6.66,12.16,0.0,Low,inf,275.6,0,,1473.49,
13587,Vermont Maple & Sea Salt Microwave Popcorn,snacks,2.0,3.18,0.0,Low,inf,319.7,0,,365.13,
27056,Beef Mini Bagel Dogs,meat seafood,8.77,14.38,0.0,Low,inf,332.1,0,,1797.18,
45020,Arnica Oil,personal care,1.38,2.58,-5.0,High,1.72,303.4,2304,783.36,353.3,121.7
44838,Yucatan Sunshine Habanero Pepper Sauce,pantry,3.41,7.5,0.0,Low,inf,318.6,0,,1261.92,
47550,Refreshing Breeze Mold & Mildew Remover,household,3.23,6.42,-0.355,Low,3.3915,319.0,400,64.6,990.73,-93.5
5,Green Chile Anytime Sauce,pantry,6.07,10.88,-3.63,High,8.38,121.6,313,723.03,568.79,27.1
12631,Discreet Incontinence Underwear Maximum Classic Cut Extra-Large,personal care,3.18,5.51,0.0,Low,inf,236.1,0,,539.2,
27004,Cherry Menthol Cough Suppressant Drops,personal care,1.59,3.17,0.0,Low,inf,314.6,0,,483.65,
32588,Refillable Primordial Himalayan Sea Salt Grinder,pantry,1.64,3.43,0.0,Low,inf,123.1,0,,212.53,
7516,Gluten Free Rosemary Herb Lentil Crackers,snacks,5.07,8.21,0.0,Low,inf,240.2,0,,719.5,
30926,Chocolate Fudge Stripe Layer Cake,frozen,6.74,10.42,-2.46,High,11.36,125.4,101,466.62,445.89,4.6
28625,Ultra Pasteurized Grade A Heavy Whipping Cream,dairy eggs,1.67,3.01,-2.17,High,3.1,66.9,62,88.66,86.91,2.0
5646,Organic Turkey Bacon,meat seafood,2.79,5.77,-2.655,High,4.48,236.2,462,780.78,678.49,15.1
30229,Extra Clean Medium Toothbrush,personal care,4.55,9.01,-1.745,High,10.66,165.9,123,751.53,717.44,4.8
11445,Bite Size Candies Tropical,missing,1.24,2.73,-2.49,High,2.07,352.9,702,582.66,510.21,14.2
20022,Granulated White Cane Sugar,pantry,6.47,10.22,-0.73,Low,6.7935,160.4,216,69.88,577.62,-87.9
19828,Red Delicious Apples,produce,2.88,6.09,-0.255,Low,3.024,143.1,171,24.62,446.51,-94.5
1567,FreshMatic Ultra Fresh Waters Automatic  Spray Refill,household,1.59,2.81,-1.84,High,3.48,112.4,75,141.75,131.71,7.6
46930,Sea Salt Caramel Popcorn,snacks,1.59,3.14,0.0,Low,inf,286.5,0,,430.07,
28728,Organic Falafel,frozen,8.32,14.84,-0.86,Medium,8.736,271.7,428,178.05,1734.23,-89.7
22534,Kashmiri Curry Mild Indian Simmer Sauce,international,3.33,5.74,0.0,Low,inf,271.6,0,,635.8,
15976,Diced Peaches in 100% Fruit Juice,canned goods,1.53,2.48,0.0,Low,inf,314.3,0,,284.09,
41727,Gluten Free Breaded Chicken Breast Strips,frozen,6.26,12.75,-1.15,Medium,47.99,195.9,42,1752.66,1229.36,42.6
24729,Cabinet Makers Wax,household,5.19,11.47,0.0,Low,inf,80.1,0,,490.23,
45032,Bleu Cheese Salad Dressing And Dip,pantry,5.66,11.86,0.0,Low,inf,315.6,0,,1916.68,
4868,Caraway Seeds,pantry,6.0,9.53,0.0,Low,inf,285.4,0,,969.78,
25115,Pizzeria Thin Crust Primo Pepperoni Pizza,frozen,4.7,7.52,-2.57,High,7.69,99.6,94,281.06,268.92,4.5
3169,Brown & Serve Original Breakfast Sausage Links,frozen,2.28,4.0,-4.11,High,3.01,259.3,834,608.82,430.6,41.4
35323,Greek Yogurt Blueberry,dairy eggs,5.57,9.77,0.0,Low,inf,326.7,0,,1338.37,
23262,Unfrosted Strawberry Pop Tarts,breakfast,4.42,7.58,0.0,Low,inf,357.3,0,,1095.55,
37032,Hawaiian Hazelnut Flavored Coffee,beverages,3.51,7.23,0.0,Low,inf,323.5,0,,1180.34,
3376,Organic Whole Kernel Sweet Corn No Salt Added,canned goods,2.93,4.63,0.0,Low,inf,135.5,0,,218.91,
14884,Almond Sea Salt 72% Cocoa Square,snacks,1.78,3.33,-1.935,High,3.68,214.2,176,334.4,323.28,3.4
18399,Chicken & Cheese Burrito,frozen,4.69,8.91,0.0,Low,inf,150.8,0,,616.14,
22270,Organic Classic Marinara Pasta Sauce,dry goods pasta,1.17,2.11,0.0,Low,inf,331.5,0,,301.25,
33671,100% Pineapple Juice,beverages,3.6,7.83,-0.435,Low,3.7800000000000002,274.9,377,67.86,1129.33,-94.0
